캠핑(야영)장명,캠핑(야영)장구분,위도,경도,주소,일반야영장수,자동차야영장,글램핑,카라반,화장실,샤워실,개수대,소화기,방화수,방화사,화재감지기,기타부대시설 1,기타부대시설 2,데이터기준일자,인허가일자
당항포 오토캠핑장,일반야영장,35.053844,128.3952321,경상남도 고성군 회화면 당항리 당항포관광단지 ,0,118,0,0,2,2,2,60,2,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",미니편의점 수준. 캐릭터 상품 다수 판매,2019-07-12,2013-07-23
대가야역사테마관광지 캠핑장,일반야영장,35.721096,128.2601414,경상북도 고령군 고령읍 대가야로 1216 ,25,0,0,0,6,4,2,0,0,0,0,"온수,놀이터",,2019-07-12,2015-05-14
대강오토캠핑장 (구 두음리 야영장) ,일반야영장,36.9193344,128.355206,충청북도 단양군 대강면 두음리 560-1,0,38,0,0,4,2,1,20,0,0,0,"전기,온수,물놀이장",,2019-07-12,
지리산 대경캠핑장,자동차야영장,35.2727502,127.7781867,경상남도 산청군 시천면 동당리 577,0,40,0,0,2,2,1,45,45,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",,2019-07-12,2015-08-25
대관령솔내음오토캠핑장,"일반야영장,카라반",37.7165781,128.7942944,강원도 강릉시 성산면 어흘리 ,60,60,0,1,2,2,2,30,1,0,10,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트.편의점",송어 잡기 체험장,2019-07-12,2012-04-16
대궐오토캠핑장 ,"일반야영장,글램핑",37.7689833,126.93915,경기도 양주시 백석읍 기산로440번길 177 ,0,60,17,0,4,2,4,0,0,0,0,"전기,장작판매,온수,놀이터,산책로,운동장,운동시설",,2019-07-12,2015-08-05
대기농촌체험휴양마을 ,일반야영장,35.4621322,128.0018614,경상남도 합천군 가회면 중촌리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,산책로",,2019-07-12,2015-08-28
대기리산촌체험학교야영장,자동차야영장,37.5879453,128.7770882,강원도 강릉시 왕산면 대기리 953번지,17,0,0,0,1,1,2,0,0,0,0,"전기,장작판매,온수,물놀이장,산책로",,2019-07-12,2016-06-29
대덕산농원캠핑장 ,"일반야영장,글램핑",35.3492738,126.4505761,전남 영광군 법성면 대덕길2길 105,3,0,11,0,6,6,1,13,0,0,13,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2016-08-03
대도파라다이스 ,일반야영장,34.9313379,127.8319496,경상남도 하동군 금남면 대도리 ,0,7,0,0,1,1,1,0,0,0,0,"전기,온수,물놀이장,놀이터",,2019-07-12,2015-07-10
대둔산 그린시티 오토캠핑장 ,"일반야영장,글램핑",36.1070776,127.3370847,전라북도 완주군 운주면 산북리 ,0,0,5,0,1,1,1,0,0,0,0,"전기,온수,트렘폴린,물놀이장,놀이터,운동시설",,2019-07-12,2015-11-26
대둔산글램핑캠핑장 ,"일반야영장,글램핑",36.0768729,127.2826543,전라북도 완주군 운주면 장선리 ,0,10,5,0,1,1,1,0,0,0,0,"전기,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2015-12-24
대부도캠핑성 ,글램핑,37.2194118,126.5961684,경기도 안산시 단원구 대부남동 ,0,0,10,0,2,2,1,0,0,0,0,"전기,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트.편의점","어린이 ATV, 소형 롤러코스터",2019-07-12,2016-02-24
대성글램핑,"일반야영장,글램핑",36.0671025,128.3299184,경상북도 칠곡군 북삼읍 숭오리 879,0,0,9,0,2,2,9,12,0,0,10,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2017-10-11
대왕암공원 캠핑장,"일반야영장,카라반",35.4882061,129.4391545,울산시 동구 등대로 80-61,0,36,0,17,1,1,1,30,0,0,17,"전기,온수,놀이터",놀이터와 운동장이 필요없을만큼 캠핑장 안이 넓고 좋으다.,2019-07-12,2016-12-30
대운산 자연휴양림 ,일반야영장,35.4172798,129.2098495,경상남도 양산시 용당동 탑골길 208-124 ,101,0,0,0,3,0,2,0,0,0,0,"전기,놀이터",,2019-07-12,2015-06-23
대장경오토캠핑장,일반야영장,35.7666465,128.1309314,경상남도 합천군 가야면 야천리 896,0,50,0,0,1,1,2,25,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",,2019-07-12,2017-04-14
대장금파크 캠핑장,"일반야영장,자동차야영장,글램핑",37.1200207,127.3401086,경기 용인시 처인구 백암면 용천리 781,0,8,5,10,2,2,10,30,1,1,15,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설",카페운영,2019-07-12,2017-07-14
대저생태공원 캠핑장,"일반야영장,자동차야영장",35.215809,128.9718533,부산광역시 강서구 대저1동 1-5번지,36,75,0,0,3,3,3,80,0,0,0,"전기,무선인터넷,온수,산책로,운동시설","축구장, 야구장 이 있음",2019-07-12,2017-07-25
대천오토캠핑장(상양관광농원),일반야영장,36.369724,126.591838,충청남도 보령시 주교면 문화마을길 178-58 ,0,23,0,0,2,2,1,23,0,0,0,"전기,무선인터넷,온수,놀이터,운동장",식당,2019-07-12,2015-06-01
대청마루 물소리,일반야영장,38.1557453,127.1978921,포천시 관인면 담터길 239,0,0,0,0,0,0,0,0,0,0,0,"전기,장작판매,운동시설",,2019-07-12,2015-09-25
대학찰옥수수권역영농조합법인 팝콘야영장,일반야영장,36.8710392,127.9309631,충청북도 괴산군 장연면 충민로 1675 ,0,0,0,0,0,0,0,0,0,0,0,"전기,장작판매,온수,물놀이장,산책로,운동시설",,2019-07-12,2016-06-21
대현캠핑장,자동차야영장,37.1945813,128.1547489,충북 제천시 봉양읍 명암리 198,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-05-02
대호레져글램핑 ,"자동차야영장,글램핑",37.0090121,128.0490433,충청북도 충주시 동량면 지동리 ,10,0,6,0,2,4,2,15,0,7,6,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",펜션,2019-07-12,2016-06-17
대회산캠핑장 ,"일반야영장,글램핑",38.0674355,127.2402569,경기도 포천시 영북면 대회산리 ,0,150,5,0,2,2,2,100,0,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점"," 잔디광장에서 각종 운동경기, 행사 진행",2019-07-12,2016-02-19
더드림핑 야영장,"자동차야영장,카라반,글램핑",37.6529829,127.3701474,경기도 남양주시 화도읍 금남리 123번지,0,0,13,10,2,2,1,32,0,0,0,"장작판매,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2017-09-29
더무빙카라반 ,자동차야영장,35.3226596,129.2700916,부산광역시 기장군 장안읍 해맞이로 290 ,0,0,0,14,1,1,1,14,0,0,14,"전기,온수,물놀이장,놀이터,운동시설","야외수영장, 화장실,샤워장,개수대,커피숍",2019-07-12,2016-08-24
더불어사는터 ,자동차야영장,37.3103886,128.173768,강원도 영월군 수주면 두산길 199-8 ,23,0,0,0,2,2,1,15,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2016-07-20
더숲관광농원캠핑장,일반야영장,37.6272648,126.4875571,인천광역시 강화군 길상면 선두리 ,10,0,0,0,6,4,6,0,0,0,0,"전기,무선인터넷,장작판매,온수,마트.편의점",,2019-07-12,2015-08-27
더시크릿가든 캠프지라운드 ,자동차야영장,37.7690737,127.5530818,강원도 춘천시 남산면 방하리 ,20,0,12,4,2,2,6,12,0,0,0,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설",채험공간,2019-07-12,2016-01-19
더캠프 렌탈캠핑 ,일반야영장,36.1023026,128.0533571,경상북도 김천시 대항면 덕전리 ,20,0,0,0,2,2,1,10,0,3,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",,2019-07-12,2015-04-13
더 프라우드,"카라반,글램핑",37.2045616,128.0085048,충청북도 제천시 백운면 운학리 ,0,0,22,15,4,4,4,50,0,0,50,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",,2019-07-12,2015-06-26
더하루야영장 ,"일반야영장,카라반",35.901395,127.8117786,전라북도 무주군 구천동로 543-0 ,0,0,0,5,0,0,0,5,0,0,5,물놀이장,카페,2019-07-12,2016-08-09
덕동 산마루캠핑장 ,일반야영장,37.1980227,127.9836665,충청북도 제천시 백운면 덕동리 ,0,32,0,0,2,2,4,20,2,2,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,2019-07-12,2016-07-26
덕동 산상낙원 ,자동차야영장,37.2135697,127.9460559,충청북도 제천시 덕동로 609-90 ,33,0,0,0,2,1,5,25,0,6,2,"전기,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2016-09-05
덕동골 오토캠핑장 ,자동차야영장,37.217282,127.956877,충청북도 제천시 백운면 덕동로2길 23-26 ,30,0,0,0,2,2,5,20,2,2,0,"전기,무선인터넷,장작판매,온수,놀이터,운동시설,마트.편의점",,2019-07-12,2015-03-09
덕동자동차야영장,일반야영장,35.3646902,127.5673004,전라북도 남원시 산내면 덕동리 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-08-03
덕산국민여가캠핑장,자동차야영장,37.717486,126.3801841,인천시 강화군 내가면 강화서로 227번길 91,62,62,0,0,2,2,4,72,0,6,0,"전기,온수,물놀이장,놀이터,운동장,운동시설,마트.편의점",,2019-07-12,2017-07-12
덕암호캠핑장 ,자동차야영장,37.0632587,127.1064452,경기 평택시 안골길 85-47 (도일동),0,0,0,0,0,0,0,0,0,0,0,"전기,온수,물놀이장,운동시설",,2019-07-12,2016-01-20
덕유대 자동차야영장 ,"일반야영장,자동차야영장",35.8927071,127.7765373,전라북도 무주군 설천면 삼공리 산60-5 ,0,0,0,0,0,0,0,0,0,0,0,"전기,놀이터",,2019-07-12,2015-05-21
덕유산 글램핑 ,"일반야영장,자동차야영장,카라반,글램핑",35.9095239,127.77856,전라북도 무주군 설천면 삼공리 ,0,10,12,2,1,1,1,19,0,0,14,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,운동시설,마트.편의점",,2019-07-12,2016-06-24
덕유산 자연휴양림 ,일반야영장,35.9080409,127.8142212,전라북도 무주군 무풍면 삼거리 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-05-21
덕유산700휠링캠프(무주 네버랜드내),"일반야영장,카라반",35.876952,127.822151,전라북도 무주군 무풍면 삼거리 ,14,0,0,3,1,1,4,7,0,0,7,"전기,장작판매,온수,물놀이장,놀이터,운동장",,2019-07-12,2015-07-20
덕유캠프농장 ,일반야영장,35.924679,127.759496,전라북도 무주군 설천면 구천동로 1262-4 ,70,0,8,0,2,2,2,40,0,0,0,"전기,무선인터넷,장작판매,온수,운동시설",,2019-07-12,2015-05-21
덕포진누리마을캠핑장,자동차야영장,37.6509068,126.5377794,경기도 김포시 대곶면 신안리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,운동시설",,2019-07-12,2016-05-25
덕풍계곡마을야영장,자동차야영장,37.1223988,129.158668,강원도 삼척시 가곡면 풍곡리 ,38,0,0,0,1,1,2,20,0,0,0,"놀이터,운동시설",,2019-07-12,2015-06-08
덕풍계곡솔밭야영장,자동차야영장,37.1008122,129.180074,강원도 삼척시 가곡면 풍곡리 ,92,0,0,0,1,1,2,46,0,0,0,"전기,놀이터,운동시설",,2019-07-12,2015-08-31
덤바위 캠핑장 ,일반야영장,36.7861,127.4691005,충청북도 진천군 문백면 농다리로 615 ,40,0,0,0,2,2,1,20,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",,2019-07-12,2015-08-17
도고온천모두캠핑장 ,일반야영장,36.76604,126.8800202,충남 아산시 도고면 도고온천로 207-20,28,0,0,0,2,2,2,15,1,1,2,"전기,무선인터넷,장작판매,온수",,2019-07-12,2015-09-25
도둑골 야영장 ,일반야영장,35.1969208,127.8596035,경남 하동군 옥종면 호계천로 210,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-08-04
도래재별빛마을캠핑장 ,일반야영장,35.5601046,128.9393506,경남 밀양시 단장면 구천리 1852-7외1필지 ,0,29,0,0,2,2,2,25,0,0,0,"전기,장작판매,물놀이장,놀이터,산책로,운동시설",,2019-07-12,2016-11-23
도레미 캠핑장 ,일반야영장,36.8573495,127.8205319,충청북도 괴산군 불정면 관동로세평4길 24 ,78,0,0,0,2,2,2,160,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,산책로,운동장,운동시설,마트.편의점",,2019-07-12,2015-04-20
도리돌 캠핑장 ,일반야영장,38.0612852,127.3868178,경기도 포천시 이동면 도평리 ,0,24,0,0,1,1,1,15,0,0,1,"전기,무선인터넷,장작판매,온수,트렘폴린",,2019-07-12,2016-03-28
도림사오토캠핑장,"일반야영장,카라반",35.2620942,127.2668683,전남 곡성군 곡성읍 도림로 74,40,0,0,10,3,1,3,0,0,0,0,"전기,온수,트렘폴린,놀이터,산책로,운동장,운동시설,마트.편의점",,2019-07-12,2012-05-15
도마치캠핑장 ,"일반야영장,자동차야영장",38.0499382,127.3823506,경기도 포천시 이동면 화동로 2318-6 ,0,60,0,0,2,2,2,40,2,0,0,"전기,무선인터넷,장작판매,온수,트렘폴린,운동시설",,2019-07-12,2016-07-08
도사곡자연휴양림야영장,자동차야영장,37.2243498,128.796431,강원도 정선군 사북읍 사북리 447-15 ,26,0,0,0,2,1,2,15,0,0,0,놀이터,,2019-07-12,2015-08-19
(주)도산도방 관성체험학교 오토캠핑장,자동차야영장,37.0330089,127.5795389,충청북도 음성군 생극면 관성리 ,0,45,0,0,4,4,2,13,5,2,0,"전기,무선인터넷,장작판매,온수,물놀이장,운동장,마트.편의점",,2019-07-12,2015-04-24
도원패밀리캠핑장,자동차야영장,37.3277457,128.2321437,강원 영월군 무릉도원면 엄둔길 390,60,0,0,0,4,3,4,40,0,0,40,"전기,장작판매,온수,트렘폴린,놀이터,운동장,운동시설",,2019-07-12,2015-06-18
도토리캠프 ,일반야영장,35.2762843,128.0390364,경상남도 진주시 명석면 광제산로 737 ,35,0,0,0,1,1,1,17,0,0,0,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설,마트.편의점",,2019-07-12,2016-06-03
돌고래 하우스 카라반,일반야영장,33.2327306,126.4994002,제주특별자치도 서귀포시 강정동 이어도로 826-58 ,0,0,0,0,0,0,0,0,0,0,0,전기,,2019-07-12,2015-06-05
돌고래오토캠핑장,일반야영장,36.6737781,126.2690048,충청남도 태안군 남면 몽산리 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수",,2019-07-12,2016-07-25
돌고래오토캠핑장2,일반야영장,36.674505,126.270078,"충남 태안군 남면 몽산리 663-1,2",0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-11-09
돌고래펜션야영장(일반) ,일반야영장,36.6739426,126.2690814,충남 태안군 남면 몽산리661-1 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2016-11-14
돌담캠핑장,"일반야영장,글램핑",35.1359472,128.5167768,경상남도 창원시 마산합포구 진동면 인곡리 ,12,0,9,0,1,1,1,25,0,0,0,"전기,장작판매,온수,물놀이장,운동장,운동시설,마트.편의점",동물농장 텃밭,2019-07-12,2015-11-25
돌배야영장(제1야영장) ,자동차야영장,38.1924742,128.3220762,강원도 인제군 북면 용대리 ,20,0,0,0,1,1,1,10,0,0,0,전기,,2019-07-12,2015-06-08
돌배야영장(제2야영장) ,자동차야영장,38.1902526,128.3189906,강원도 인제군 북면 용대리 ,20,0,0,0,1,1,1,10,0,0,0,"전기,온수",,2019-07-12,2015-06-08
돌집야영장(문기석) ,자동차야영장,38.0226318,127.8058815,강원도 화천군 간동면 춘양로 777-9 ,7,0,0,0,1,1,2,5,0,0,0,"전기,장작판매,운동시설",,2019-07-12,2016-11-11
돌풀마루 ,"일반야영장,글램핑",35.3287633,127.4780232,전라남도 구례군 산동면 위안리 ,0,0,2,1,1,1,1,3,0,0,3,"전기,온수,운동시설",,2019-07-12,2016-05-03
동강글램핑,글램핑,37.1938451,128.5032752,강원도 영월군 영월읍 동강로 124-10,0,0,11,0,6,6,4,11,0,0,11,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,운동시설",족구장,2019-07-12,2017-09-06
동검도노을캠핑장,일반야영장,37.5874129,126.5096141,인천 강화군 길상면 동검길 159-13,23,0,0,0,3,2,2,15,0,0,0,"전기,무선인터넷,장작판매,온수,마트.편의점",근처 영화관 및 바다 있음,2019-07-12,2016-09-13
동광농촌체험마을 ,일반야영장,33.306675,126.33705,제주특별자치도 서귀포시 안덕면 동광리 ,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2015-06-25
동굴캠핑장,일반야영장,36.078119,127.284276,전북 완주군 운주면 원장선로 42-187,0,0,0,0,0,0,0,0,0,0,0,,,2019-07-12,2017-07-28
동그라미캠핑장 ,자동차야영장,37.4390843,128.1435904,강원도 횡성군 안흥면 실미송한길 367-24 ,0,0,0,0,0,0,0,0,0,0,0,"전기,온수,놀이터",,2019-07-12,2015-03-27
횡성동당미계곡캠핑장 ,자동차야영장,37.4921427,127.888178,강원도 횡성군 서원면 압곡로 203,0,0,0,0,0,0,0,0,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,운동시설,마트.편의점",,2019-07-12,2017-05-12
동막골야영장 ,자동차야영장,37.3240644,129.234428,강원도 삼척시 근덕면 동막리 ,20,0,0,0,2,2,2,8,0,0,0,"전기,운동시설",,2019-07-12,2015-09-07
동방캠핑하우스 ,일반야영장,35.8110552,129.2541665,경상북도 경주시 동방동 ,0,0,0,0,0,0,0,0,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장",,2019-07-12,2015-07-09
동산포캠핑장,자동차야영장,37.9783139,128.7597386,"강원도 양양군 현남면 동산리 90-35	",10,0,0,0,1,1,1,10,0,0,0,"전기,운동시설","카페,서핑,게스트하우스",2019-07-12,2016-12-05
동키캐슬캠핑장 ,자동차야영장,37.5851584,127.842391,강원도 홍천군 남면 시동로 764-63 ,20,0,0,0,1,1,2,10,0,0,0,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","당나귀농장,덩나귀체험",2019-07-12,2015-05-06
망상 오토캠핑리조트,"자동차야영장,카라반",37.5994459,129.0807175,강원도 동해시 동해대로6370 ,0,44,0,19,2,2,2,0,0,0,0,"전기,무선인터넷,온수,산책로,운동장,운동시설,마트.편의점","해변, 바비큐장, 카페, 캐빈하우스, 훼밀리롯지, 전통한옥 ",2019-07-12,2002-05-06
동화야영장 ,자동차야영장,35.992085,128.697415,대구광역시 동구 팔공산로 199길 6-1(용수동),44,0,0,0,1,1,1,28,0,134,0,"놀이터,운동장",,2019-07-12,2015-05-27
동화카라반캠핑장 ,카라반,37.8533921,127.5086574,경기도 가평군 가평읍 가화로 440-151 ,0,0,0,10,3,2,11,10,0,0,10,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","야외 화장실, 야외 샤워실, 사무실",2019-07-12,2017-11-23
동화힐링캠프 ,"일반야영장,자동차야영장,글램핑",37.8921357,126.8412732,경기도 파주시 파평면 두포리 ,0,0,34,7,2,2,1,60,0,0,0,"전기,무선인터넷,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점","숯석쇠 10,000원",2019-07-12,2016-03-18
